|details|name|viable|germ_code|mod1|mod2|mod3|mod4|special_info
6616|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Physocarpus opulifolius||L|||||
6617|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Physocarpus opulifolius ?Diablo?||L|||||
6618|Sow at 4C.|Physochlaina orientalis||F|||||
6619|Try F.  We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful.|Physochlaina praealta||?|||||
6620|Sow @ 20C. Seed germinates within 3 months Requires darkness. Germination if successful only when GA3 is used.|Physoplexis comosa||A|2|5|||
6621|Sow @ 20C. Seed germinates within 3 months Requires darkness.|Physoptychis caspica||A|2||||
6622|Sow @ 20C. Seed germinates within 3 months Requires darkness.|Physoptychis gnaphalodes||A|2||||
6623|Sow @ 20C. Seed germinates within 3 months|Physostegia virginiana||A|||||
6624|Sow @ 20C. Seed germinates within 3 months|Physostegia virginiana \'Crystal Peak White\'||A|||||
6625|Sow @ 20C. Seed germinates within 3 months|Physostegia virginiana f. alba||A|||||
6626|Sow @ 20C. Seed germinates within 3 months|Physostegia virginiana var. speciosa \'Variegata\'||A|||||
6627|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires light or the seed is very fine. Surface sow and expose to light.|Phyteuma angustifolium||L|3||||
6628|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle.|Phyteuma betonicifolium||E|||||
6629|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Phyteuma canescens||L|||||
6630|Sow @ 20C. Seed germinates within 3 months|Phyteuma charmelii||A|||||
6631|Sow @ 20C. Seed germinates within 3 months Requires darkness. Germination if successful only when GA3 is used.|Phyteuma comosum||A|2|5|||
6632|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Phyteuma confusum||A|3||||
6633|Sow @ 20C. Seed germinates within 3 months|Phyteuma cordatum||A|||||
6634|Sow @ 20C. Seed germinates within 3 months|Phyteuma graminifolium||A|||||
6635|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Phyteuma halleri||L|||||
6636|Sow @ 20C. Seed germinates within 3 months|Phyteuma hemisphaericum||A|||||
6637|Sow @ 20C. Seed germinates within 3 months|Phyteuma nigrum||A|||||
6638|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again. Requires light or the seed is very fine. Surface sow and expose to light.|Phyteuma orbiculare||B|3||||
6639|Sow @ 20C. Seed germinates within 3 months|Phyteuma ovatum||A|||||
6640|Sow @ 4C for 3 weeks, then place at 20C.|Phyteuma persicifolium||J|||||
6641|Sow @ 20C. Seed germinates within 3 months|Phyteuma scheuchzeri||A|||||
6642|Sow @ 20C. Seed germinates within 3 months|Phyteuma sieberi||A|||||
6643|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Phyteuma sp.||A|3||||
6644|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Requires light or the seed is very fine. Surface sow and expose to light.|Phyteuma spicatum||L|3||||
6645|Sow @ 4C for 3 weeks, then place at 20C.|Phyteuma zahlbruckneri||J|||||
6646|Sow @ 20C. Seed germinates within 3 months|Phytolacca acinosa||A|||||
6647|Sow at 4C for 3 months, then place @ 20C for 3 months. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.    * wash in detergent; store dry|Phytolacca americana||G|8||||*
6648|Sow at 4C for 3 months, then place @ 20C for 3 months. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.    * wash in detergent; store dry|Phytolacca americana \'Silberstein\'||G|8||||*
6649|Sow at 4C for 3 months, then place @ 20C for 3 months. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.    * wash in detergent; store dry|Phytolacca americana \'Variegata\'||G|8||||*
6650|Sow @ 20C. Seed germinates within 3 months|Picea abies \'Excelsa\'||A|||||
6651|Sow @ 4C for 3 weeks, then place at 20C. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Picea meyeri||J|7||||
6652|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.    * peat based medium|Pieris japonica var. amamiana||A|3||||*
6653|Sow at 10C.|Pieris nana||K|||||
6654|Sow @ 20C. Seed germinates within 3 months|Pilosella aurantiaca||A|||||
6655|Sow @ 20C. Seed germinates within 3 months|Pilosella officinarum||A|||||
6656|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 4C for 3 weeks, then place at 20C.|Pimpinella major \'Rosea\'|!|J|||||
6657|Sow @ 4C for 3 weeks, then place at 20C.|Pinellia pedatisecta||J|||||
6658|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Pinellia ternata||L|||||
6659|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Pinellia tripartita|!|A|||||
6660|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months     * sow as soon as ripe|Pinellia tripartita \'Atropurpurea\'|!|A|||||*
6661|Sow at 10C.|Pinguicula grandiflora||K|||||
6662|Sow @ 20C. Seed germinates within 3 months     * bog plant; stand pot in 3 cm water|Pinguicula vulgaris||A|||||*
6663|Sow @ 20C. Seed germinates within 3 months Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Pinus banksiana||A|7||||
6664|N Sow directly in the garden. Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Pinus cembra||L|||||
6665|Sow @ 4C for 3 weeks, then place at 20C.     * sow seeds in individual pots|Pinus koraiensis \'Silveray\'||J|||||*
6666|Sow @ 20C. Seed germinates within 3 months|Pinus mugo||A|||||
6667|Sow at 4C for 3 months, then place @ 20C for 3 months.|Pinus parviflora||G|||||
6668||Pinus parviflora \'Gimborn\'s Ideal\'|||||||
6669|Sow at 4C for 3 months, then place @ 20C for 3 months.|Pinus parviflora \'Glauca\'||G|||||
6670|Sow at 4C for 3 months, then place @ 20C for 3 months.|Pinus pumila||G|||||
6671|Sow at 4C for 3 months, then place @ 20C for 3 months.     * sow seeds in individual pots|Pinus strobus||G|||||*
6672|Sow at 4C for 3 months, then place @ 20C for 3 months.     * sow seeds in individual pots|Pinus strobus \'Pendula\'||G|||||*
6673|Sow @ 20C. Seed germinates within 3 months|Pinus sylvestris||A|||||
6674|Sow @ 20C. Seed germinates within 3 months Requires scarification. Nick or rub between sheets of sandpaper. Requires soaking. Place in warm water until seeds swell, usually 24-48 hours. Discard water and any seeds that remain floating.|Piptanthus nepalensis||A|6|7|||
6675|Sow @ 4C for 3 weeks, then place at 20C.|Pityopsis falcata||J|||||
6676|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Use repeated cycles of 20C, then 4C for 3 months each. Germination is very prolonged.     * hydrophilic, keep seedings in original pot for 1-2 years before separating|Plagiorhegma dubium|!|D|||||*
6677|Sow at 10C. Requires light or the seed is very fine. Surface sow and expose to light.|Plantago afra||K|3||||
6678|Sow @ 20C. Seed germinates within 3 months|Plantago alpina||A|||||
6679|Sow @ 20C. Seed germinates within 3 months|Plantago arborescens||A|||||
6680|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Plantago asiatica \'Variegata\'||A|3||||
6681|Sow @ 20C. Seed germinates within 3 months|Plantago coronopus||A|||||
6682|Sow at 10C. Requires light or the seed is very fine. Surface sow and expose to light.|Plantago cynops||K|3||||
6683|Sow @ 20C. Seed germinates within 3 months|Plantago juncoides||A|||||
6684|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Plantago lanceolata||A|3||||
6685|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again. Requires light or the seed is very fine. Surface sow and expose to light.|Plantago major||B|3||||
6686|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again. Requires light or the seed is very fine. Surface sow and expose to light.|Plantago major \'Atropurpurea\'||B|3||||
6687|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again. Requires light or the seed is very fine. Surface sow and expose to light.|Plantago major \'Rosularis \'||B|3||||
6688|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again. Requires light or the seed is very fine. Surface sow and expose to light.|Plantago major \'Variegata\'||B|3||||
6689|Sow at 4C.|Plantago malato-belizii||F|||||
6690|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Plantago maritima subsp.serpentina||A|3||||
6691|Sow @ 20C. Seed germinates within 3 months|Plantago neumannii||A|||||
6692|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Plantago nivalis||B|||||
6693|Try A.  We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful. Requires light or the seed is very fine. Surface sow and expose to light.|Plantago psyllium||?|3||||
6694|Sow @ 20C. Seed germinates within 3 months|Plantago sempervirens||A|||||
6695|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Plantago serpentina||A|3||||
6696|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Plantago sp.||L|||||
6697|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Plantago subulata||A|3||||
6698|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.    * see http://greatlakesorchids.com/The%20Kitty%20Todd%20Initiative-v4.pdf|Platanthera ciliaris||A|3||||*
6699|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus||A|||||
6700|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Albus\'||A|||||
6701|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Astra White\'||A|||||
6702|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Baby Blue\'||A|||||
6703|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Double Blue\'||A|||||
6704|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Fairy Snow\' (Apoyama Group)||A|||||
6705|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Fairy White\'||A|||||
6706|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Fuji Pink\'||A|||||
6707|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Fuji White\'||A|||||
6708|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Hakone Blue\'||A|||||
6709|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Hakone Double Blue\'||A|||||
6710|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Hakone White\'||A|||||
6711|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Hakone\'||A|||||
6712|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Henisborne White\'||A|||||
6713|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Nanus\'||A|||||
6714|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus \'Sentimental Blue\'||A|||||
6715|Sow @ 20C. Seed germinates within 3 months|Platycodon grandiflorus (Apoyama Group)||A|||||
6716|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Platycodon grandiflorus var. mariesii||A|3||||
6717|Sow @ 20C. Seed germinates within 3 months|Platycodon sp.||A|||||
6718|Sow @ 20C. Seed germinates within 3 months|Plectranthus scutellarioides||A|||||
6719|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.     * grow in moist compost to which has been added soil from parent plant to provide symbiotic fungi|Pleione bulbocodioides||B|||||*
6720|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.     * grow in moist compost to which has been added soil from parent plant to provide symbiotic fungi|Pleione formosana||B|||||*
6721|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.     * grow in moist compost to which has been added soil from parent plant to provide symbiotic fungi|Pleione limprichtii||B|||||*
6722|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.     * germination slow; some germination the next spring after one winter outdoors, some after two|Pleurospermum austriacum||L|||||*
6723|Sow @ 20C. Seed germinates within 3 months|Poa alpina||A|||||
6724|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Use repeated cycles of 4C, then 20C for 3 months each. Germination is very prolonged.     * hydrophilic|Podophyllum cymosum|!|H|||||*
6725|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 4C for 3 weeks, then place at 20C.     * hydrophilic|Podophyllum delavayi|!|J|||||*
6726|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.    * hydrophilic|Podophyllum emodi|!|E|8||||*
6727|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Germination is improved by using GA3. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.   * hydrophilic, some may start to germinate after 3 weeks of warmth|Podophyllum hexandrum||E|4|8|||*
6728|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.    *|Podophyllum peltatum|!|L|8||||*
6729|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow at 4C for 3 months, then place @ 20C for 3 months.     * hydrophilic|Podophyllum pleianthum|!|G|||||*
6730|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months     * hydrophilic|Podophyllum versipellis subsp. boreale|!|A|||||*
6731|Sow @ 20C. Seed germinates within 3 months Requires darkness.|Polanisia dodecandra||A|2||||
6732|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Polemonium \'Blue Pearl\'||A|3||||
6733|Sow @ 20C. Seed germinates within 3 months|Polemonium amberoersii||A|||||
6734|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Polemonium boreale||B|||||
6735|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Polemonium boreale \'Heavenly Habit\'||B|||||
6736|Sow @ 20C. Seed germinates within 3 months|Polemonium brandegeei||A|||||
6737|Sow @ 20C. Seed germinates within 3 months|Polemonium caeruleum||A|||||
6738|Sow @ 20C. Seed germinates within 3 months|Polemonium caeruleum \'Snow and Sapphires\'||A|||||
6739|Sow @ 20C. Seed germinates within 3 months|Polemonium caeruleum f. album||A|||||
6740|Sow @ 20C. Seed germinates within 3 months|Polemonium caeruleum ssp. caeruleum f. album||A|||||
6741|Sow @ 20C. Seed germinates within 3 months|Polemonium caeruleum subsp. dissectum f. album||A|||||
6742|Sow @ 20C. Seed germinates within 3 months|Polemonium caeruleum var. himalayanum||A|||||
6743|Sow at 4C.|Polemonium californicum||F|||||
6744|Sow @ 20C. Seed germinates within 3 months|Polemonium confertum var. imium||A|||||
6745|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Polemonium elegans||B|||||
6746|Sow @ 20C. Seed germinates within 3 months|Polemonium eximium||A|||||
6747|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Polemonium flavum||B|||||
6748|Sow @ 20C. Seed germinates within 3 months|Polemonium foliosissimum||A|||||
6749|Sow @ 20C. Seed germinates within 3 months|Polemonium foliosissimum var. flavum||A|||||
6750|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Polemonium kiushianum||B|||||
6751|Sow @ 20C. Seed germinates within 3 months Requires darkness.|Polemonium mellitum||A|2||||
6752|Sow @ 20C. Seed germinates within 3 months|Polemonium pauciflorum||A|||||
6753|Sow @ 20C. Seed germinates within 3 months|Polemonium pauciflorum subsp. hinckleyi||A|||||
6754|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Polemonium pulcherrimum||A|3||||
6755|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Polemonium pulcherrimum var. pulcherrimum||A|3||||
6756|Sow @ 4C for 3 weeks, then place at 20C.|Polemonium reptans||J|||||
6757|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Polemonium sp.||B|||||
6758|Sow @ 4C for 3 weeks, then place at 20C.|Polemonium vanbruntiae||J|||||
6759|Sow @ 20C. Seed germinates within 3 months|Polemonium viscosum||A|||||
6760|Sow @ 20C. Seed germinates within 3 months|Polemonium yezoense||A|||||
6761|Sow @ 20C. Seed germinates within 3 months|Polemonium yezoense var. hidakanum \'Purple Rain\'||A|||||
6762|Sow @ 20C. Seed germinates within 3 months|Polygala alpestris||A|||||
6763|Sow @ 20C. Seed germinates within 3 months     * poor germination|Polygala chamaebuxus||A|||||*
6764|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Polygala comosa||A|3||||
6765|Sow @ 20C. Seed germinates within 3 months|Polygala major||A|||||
6766|Try A.  We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful.|Polygala sp.||?|||||
6767|Sow @ 20C. Seed germinates within 3 months Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.|Polygonatum biflorum||A|8||||
6768|Sow @ 20C. Seed germinates within 3 months Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.|Polygonatum biflorum \'Nanum\'||A|8||||
6769|Try L.  We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.|Polygonatum hirtum||?|8||||
6770|Sow @ 20C. Seed germinates within 3 months Requires darkness. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.   * takes 12 months to develop true leaf|Polygonatum humile||A|2|8|||*
6771|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.    * place in moist sand in shade x 1 year; sow as soon as radicle appears|Polygonatum odoratum||L|8||||*
6772|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.    * place in moist sand in shade x 1 year; sow as soon as radicle appears|Polygonatum officinale||L|8||||*
6773|Sow @ 4C for 3 weeks, then place at 20C.     * sow outdoors immediately; hypogeal germination after 1 year; leaves in second year|Polygonatum prattii||J|||||*
6774|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Use repeated cycles of 20C, then 4C for 3 months each. Germination is very prolonged. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.    * sow outdoors immediately; hypogeal germination after 1 year; leaves in second year|Polygonatum pubescens|!|D|8||||*
6775|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 4C for 3 weeks, then place at 20C. Germination is improved by using GA3.    * sow in sand, low germination rate|Polygonatum sibiricum|!|J|4||||*
6776|Use repeated cycles of 20C, then 4C for 3 months each. Germination is very prolonged. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.|Polygonatum sp.||D|8||||
6777|Sow at 10C.     * place in moist sand in shade x 1 year; sow as soon as radicle appears|Polygonatum verticillatum||K|||||*
6778|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.    * place in moist sand in shade x 1 year; sow as soon as radicle appears|Polygonatum zanlanscianense||L|8||||*
6779|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring. Pulpy coat inhibits germination. Remove by soaking and rinsing in clean water for approximately 7 days. Discard water.    * place in moist sand in shade x 1 year; sow as soon as radicle appears|Polygonatum zanlanscianense ssp. officinalis||L|8||||*
6780|We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful. Try A|Polygonum affine|?||||||
6781|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Germination is improved by using GA3.|Polygonum bistorta||E|4||||
6782|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle. Germination is improved by using GA3.|Polygonum bistorta \'Superbum\'||E|4||||
6783|Sow @ 4C for 3 weeks, then place at 20C.|Polygonum japonicum var. japonicum||J|||||
6784|Sow @ 20C. Seed germinates within 3 months     * 5% germination; very well drained soil|Polygonum orientale||A|||||*
6785|N Sow directly in the garden. Sow @ 20C. Seed germinates within 3 months|Polygonum persicaria||A|||||
6786|Sow at 4C for 3 months, then place @ 20C for 3 months.|Polygonum sp.||G|||||
6787|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Polygonum viviparum||B|||||
6788|N Sow directly in the garden. Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.     * low germination rate|Polygonum weyrichii||L|||||*
6789|Sow @ 20C. Seed germinates within 3 months     * pour boiling water over milled sphagnum moss, sow seeds, enclose in plastic bag|Polypodium penna-marina||A|||||*
6790|Sow @ 20C. Seed germinates within 3 months     * pour boiling water over milled sphagnum moss, sow seeds, enclose in plastic bag|Polypodium virginianum||A|||||*
6791|Sow @ 20C. Seed germinates within 3 months     * pour boiling water over milled sphagnum moss, sow seeds, enclose in plastic bag, grow indoors for 2 years|Polystichum acrostichoides||A|||||*
6792|Sow @ 20C. Seed germinates within 3 months     * pour boiling water over milled sphagnum moss, sow seeds, enclose in plastic bag|Polystichum tsus-simense||A|||||*
6793|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Poncirus trifoliata|!|A|||||
6794|Sow at 10C.     * grow in moist compost to which has been added soil from parent plant to provide symbiotic fungi|Pontederia cordata||K|||||*
6795|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle.|Porteranthus stipulatus||E|||||
6796|Sow at 4C.|Porteranthus trifoliatus||F|||||
6797|Sow @ 20C. Seed germinates within 3 months|Portulaca grandiflora||A|||||
6798|Sow @ 20C. Seed germinates within 3 months|Portulaca hybrids||A|||||
6799|Sow @ 20C. Seed germinates within 3 months|Portulaca oleracea||A|||||
6800|Sow @ 20C. Seed germinates within 3 months|Portulaca umbraticola||A|||||
6801|Sow @ 20C. Seed germinates within 3 months|Potentilla alba||A|||||
6802|Sow @ 20C. Seed germinates within 3 months|Potentilla alba \'Snow White\'||A|||||
6803|Sow @ 20C. Seed germinates within 3 months|Potentilla alchemilloides||A|||||
6804|Sow @ 20C. Seed germinates within 3 months|Potentilla ambigua||A|||||
6805|Sow @ 20C. Seed germinates within 3 months|Potentilla ancistrifolia var. dickinsii||A|||||
6806|Sow at 4C for 3 months, then place @ 20C for 3 months.|Potentilla arguta||G|||||
6807|Sow @ 20C. Seed germinates within 3 months|Potentilla argyrophylla||A|||||
6808|Sow @ 20C. Seed germinates within 3 months|Potentilla atrosanguinea||A|||||
6809|Sow @ 20C. Seed germinates within 3 months|Potentilla aurea||A|||||
6810|Sow @ 20C. Seed germinates within 3 months|Potentilla breweri||A|||||
6811|Sow @ 20C. Seed germinates within 3 months|Potentilla bruceae||A|||||
6812|Sow @ 20C. Seed germinates within 3 months|Potentilla concinna||A|||||
6813|Sow @ 4C for 3 weeks, then place at 20C. Germination is improved by using GA3.|Potentilla coriandrifolia||J|4||||
6814|Sow @ 20C. Seed germinates within 3 months|Potentilla crantzii||A|||||
6815|Sow @ 20C. Seed germinates within 3 months|Potentilla crantzii \'Pygmaea\'||A|||||
6816|Sow @ 20C. Seed germinates within 3 months|Potentilla cuneata||A|||||
6817|Sow @ 20C. Seed germinates within 3 months|Potentilla delavayi||A|||||
6818|Sow @ 20C. Seed germinates within 3 months|Potentilla dickinsii||A|||||
6819|Sow @ 20C. Seed germinates within 3 months|Potentilla dissecta||A|||||
6820|Sow @ 20C. Seed germinates within 3 months|Potentilla dombeyi||A|||||
6821|Sow @ 20C. Seed germinates within 3 months|Potentilla drummondii||A|||||
6822|Sow @ 20C. Seed germinates within 3 months|Potentilla egedii||A|||||
6823|Try A.  We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful.|Potentilla elatior subsp. pallasii||?|||||
6824|Try A.  We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful.|Potentilla eriocarpa||?|||||
6825|Sow @ 20C. Seed germinates within 3 months|Potentilla fissa||A|||||
6826|Sow @ 20C. Seed germinates within 3 months|Potentilla fragiformis||A|||||
6827|Sow @ 20C. Seed germinates within 3 months|Potentilla fruticosa||A|||||
6828|Sow @ 20C. Seed germinates within 3 months|Potentilla fruticosa var. pyrenaica||A|||||
6829|We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful.   Sow @ 20C. Seed germinates within 3 months|Potentilla geranioides v. geranioides|?|A|||||
6830|Sow @ 20C. Seed germinates within 3 months|Potentilla Gibson\'s Scarlet\'||A|||||
6831|Sow at 4C.|Potentilla glandulosa||F|||||
6832|Sow @ 20C. Seed germinates within 3 months|Potentilla glandulosa var. fissa||A|||||
6833|Sow @ 20C. Seed germinates within 3 months|Potentilla gracilis||A|||||
6834|Sow at 4C.|Potentilla hippiana||F|||||
6835|Sow at 4C.|Potentilla hyparctica||F|||||
6836|Sow at 4C.|Potentilla hyparctica \'Nana\'||F|||||
6837|Sow at 4C.|Potentilla hyparctica subsp. nana||F|||||
6838|Sow @ 20C. Seed germinates within 3 months|Potentilla inclinata||A|||||
6839|Sow @ 20C. Seed germinates within 3 months|Potentilla kardiya||A|||||
6840|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Potentilla megalantha||A|3||||
6841|Sow @ 20C. Seed germinates within 3 months|Potentilla Monarch Velvet\'||A|||||
