|details|name|viable|germ_code|mod1|mod2|mod3|mod4|special_info
6842|Sow @ 20C. Seed germinates within 3 months|Potentilla multifidiformis||A|||||
6843|Sow @ 4C for 3 weeks, then place at 20C. Germination is improved by using GA3.|Potentilla nana||J|4||||
6844|Sow @ 20C. Seed germinates within 3 months|Potentilla nepalensis||A|||||
6845|Sow @ 20C. Seed germinates within 3 months|Potentilla nepalensis \'Miss Willmott\'||A|||||
6846|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Potentilla neumanniana||L|||||
6847|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Potentilla neumanniana \'Nana\'||L|||||
6848|Sow at 4C.|Potentilla nivea||F|||||
6849|Sow at 4C.|Potentilla palustris||F|||||
6850|Sow @ 20C. Seed germinates within 3 months|Potentilla pamirica||A|||||
6851|Sow @ 20C. Seed germinates within 3 months|Potentilla pensylvanica var. littoralis||A|||||
6852|Sow @ 20C. Seed germinates within 3 months|Potentilla porphyrantha||A|||||
6853|Sow @ 20C. Seed germinates within 3 months|Potentilla porphyrantha x caucasica||A|||||
6854|Sow at 4C.|Potentilla pusilla||F|||||
6855|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Potentilla recta||A|3||||
6856|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Potentilla rupestris||A|3||||
6857|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Potentilla rupestris var. pygmaea||A|3||||
6858|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Potentilla sp.||L|||||
6859|Sow @ 20C. If seed does not germinate within 3 months, try 4C for 1-2 months, then 20C again.|Potentilla speciosa||B|||||
6860|? We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful. We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful.|Potentilla taurica||?|||||
6861|Sow @ 20C. Seed germinates within 3 months|Potentilla thurberi||A|||||
6862|Sow @ 20C. Seed germinates within 3 months|Potentilla thurberi \'Monarch\'s Velvet\'||A|||||
6863|Sow @ 20C. Seed germinates within 3 months|Potentilla thurberi hybrid||A|||||
6864|Sow @ 4C for 3 weeks, then place at 20C. Requires light or the seed is very fine. Surface sow and expose to light.|Potentilla tollii||J|3||||
6865|Sow @ 20C. Seed germinates within 3 months|Potentilla tonguei||A|||||
6866|Sow @ 20C. Seed germinates within 3 months|Potentilla tridentata||A|||||
6867|Sow @ 20C. Seed germinates within 3 months|Potentilla uniflora||A|||||
6868|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Potentilla verna||L|||||
6869|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Potentilla verna var. nana||L|||||
6870|Sow @ 20C. Seed germinates within 3 months|Potentilla villosa||A|||||
6871|Sow @ 20C. Seed germinates within 3 months Requires light or the seed is very fine. Surface sow and expose to light.|Poterium lasiocarpum||A|3||||
6872|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Pratia angulata||L|||||
6873|Sow at 4C for 3 months, then place @ 20C for 3 months.|Prenanthes alba||G|||||
6874|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Prenanthes altissima||L|||||
6875|Try A.  We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful.|Prenanthes trifoliolata||?|||||
6876|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle.|Primula acaulis||E|||||
6877|Sow @ 20C. Seed germinates within 3 months|Primula algida||A|||||
6878|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.     * most interbreed and seed may not be what is labelled, germinate best in cool, moist conditions; for sturdy seedlings grow outdoors in spring, prick out|Primula all species||L|||||*
6879|Sow @ 20C. Seed germinates within 3 months|Primula alpicola||A|||||
6880|Sow @ 20C. Seed germinates within 3 months|Primula amoena||A|||||
6881|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Primula angustifolia||L|||||
6882|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle.|Primula apennina||E|||||
6883|Sow @ 20C. Seed germinates within 3 months|Primula aurantiaca||A|||||
6884|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula auricula|!|A|||||
6885|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula auricula \'Craig Dhu\'|!|G|||||
6886|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula auricula subsp. bauhinii|!|A|||||
6887|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula auricula var. albocincta|!|A|||||
6888|Sow @ 20C. Seed germinates within 3 months|Primula auriculata||A|||||
6889|Sow @ 20C. Seed germinates within 3 months|Primula Barnhaven Gold Laced Group||A|||||
6890|Sow @ 20C. Seed germinates within 3 months|Primula beesiana||A|||||
6891|Sow @ 20C. Seed germinates within 3 months|Primula brevicula||A|||||
6892|Sow @ 20C. Seed germinates within 3 months|Primula bulleyana||A|||||
6893|Use repeated cycles of 4C, then 20C for 3 months each. Germination is very prolonged.|Primula burmanica||H|||||
6894|Sow @ 20C. Seed germinates within 3 months|Primula Candelabra hybrid||A|||||
6895|Sow @ 20C. Seed germinates within 3 months|Primula capitata||A|||||
6896|Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula carniolica||G|||||
6897|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula cawdoriana|!|G|||||
6898|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula chionantha|!|A|||||
6899|Sow at 10C.|Primula chungensis||K|||||
6900|Sow @ 20C. Seed germinates within 3 months|Primula clusiana||A|||||
6901|Sow @ 20C. Seed germinates within 3 months|Primula cockburniana||A|||||
6902|Try A.  We have no information on this species. We sometimes provide an informed guess about which approach you should try. Let us know what is successful. Requires light or the seed is very fine. Surface sow and expose to light. Germination is improved by using GA3.|Primula cordifolia||?|3|4|||
6903|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula cortusoides|!|A|||||
6904|Sow @ 20C. Seed germinates within 3 months|Primula daonensis||A|||||
6905|Sow @ 20C. Seed germinates within 3 months|Primula darialica||A|||||
6906|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula denticulata|!|A|||||
6907|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula denticulata \'Crimson Emperor\'|!|A|||||
6908|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula denticulata \'Red Emperor\'|!|A|||||
6909|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula denticulata \'Rubin Selection\'|!|A|||||
6910|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula denticulata \'Rubinball\'|!|A|||||
6911|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula denticulata var. alba|!|A|||||
6912|Expose to fluctuation outdoor winter temperatures including freezing for 3 months. Gradually increase light and temperature in the spring.|Primula discolor||L|||||
6913|Sow @ 20C. Seed germinates within 3 months|Primula elatior||A|||||
6914|Sow @ 20C. Seed germinates within 3 months|Primula elatior subsp. pallasii||A|||||
6915|Sow @ 20C. Seed germinates within 3 months|Primula elliptica||A|||||
6916|Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula erythrocarpa||G|||||
6917|Sow @ 20C. Seed germinates within 3 months|Primula farinosa||A|||||
6918|Sow @ 20C. Seed germinates within 3 months|Primula florindae||A|||||
6919|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months Germination is improved by using GA3.    * grow frost-free|Primula forbesii|!|A|4||||*
6920|Use repeated cycles of 20C, then 4C for 3 months each. Germination is very prolonged.|Primula frondosa||D|||||
6921|Sow @ 20C. Seed germinates within 3 months|Primula glaucescens||A|||||
6922|Sow @ 20C. Seed germinates within 3 months|Primula glutinosa||A|||||
6923|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle.|Primula Gold-laced Group||E|||||
6924|Sow at 10C.|Primula grandis||K|||||
6925|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula halleri|!|A|||||
6926|Sow @ 20C. Seed germinates within 3 months|Primula heucherifolia||A|||||
6927|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle.|Primula hirsuta||E|||||
6928|Sow at 20C for 6 weeks, then place @ 4C for 6 weeks, then slowly raise temperature to 10C for 6 weeks. If there is no germination, repeat the cycle.|Primula hirsuta hybrid||E|||||
6929|Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula hybrid||G|||||
6930|Sow immediately, Either the viability of these seeds is short or the species propagates best with fresh seed. Stored seed might be coaxed into germination with temperature cycling and patience.   Sow @ 20C. Seed germinates within 3 months|Primula involucrata|!|A|||||
6931|Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula japonica||G|||||
6932|Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula japonica \'Alba\'||G|||||
6933|Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula japonica \'Carminea\'||G|||||
6934|Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula japonica \'Glowing Embers \'||G|||||
6935|Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula japonica \'Miller\'s Crimson\'||G|||||
6936|Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula japonica \'Postford White\'||G|||||
6937|Sow at 4C for 3 months, then place @ 20C for 3 months.|Primula jeffreyi||G|||||
