"varname","tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"UNKNOWN","843","f","Series statement of reproduction","Series statement of reproduction","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","843","m","Dates of publication and/or sequential designation of issues reproduced","Dates of publication and/or sequential designation of issues reproduced","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","843","n","Note about reproduction","Note about reproduction","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","844","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","844","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","844","a","Name of unit","Name of unit","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","845","3","Materials specified","Materials specified","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","845","5","Institution to which field applies","Institution to which field applies","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","845","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","845","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","845","a","Terms governing use and reproduction","Terms governing use and reproduction","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","845","b","Jurisdiction","Jurisdiction","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","845","c","Authorization","Authorization","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","845","d","Authorized users","Authorized users","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","850","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","850","a","Holding institution","Holding institution","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","850","b","Holdings (NR) (MU VM SE) [OBSOLETE]","Holdings (NR) (MU VM SE) [OBSOLETE]","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","850","d","Inclusive dates (NR) (MU VM SE) [OBSOLETE]","Inclusive dates (NR) (MU VM SE) [OBSOLETE]","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","850","e","Retention statement (NR) (CF MU VM SE) [OBSOLETE]","Retention statement (NR) (CF MU VM SE) [OBSOLETE]","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","851","3","Materials specified","Materials specified","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","851","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","851","a","Name (custodian or owner)","Name (custodian or owner)","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","851","b","Institutional division","Institutional division","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","851","c","Street address","Street address","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","851","d","Country","Country","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","851","e","Location of units","Location of units","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","851","f","Item number","Item number","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","851","g","Repository location code","Repository location code","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","2","Source of classification or shelving scheme","Source of classification or shelving scheme","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","3","Materials specified","Materials specified","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","8","Sequence number","Sequence number","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","a","Location","Location","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","b","Sublocation or collection","Sublocation or collection","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","c","Shelving location","Shelving location","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","d","Former shelving location","Former shelving location","1","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","852","e","Address","Address","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","f","Coded location qualifier","Coded location qualifier","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","g","Non-coded location qualifier","Non-coded location qualifier","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","h","Classification part","Classification part","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","i","Item part","Item part","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","j","Shelving control number","Shelving control number","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","k","Call number prefix","Call number prefix","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","l","Shelving form of title","Shelving form of title","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","m","Call number suffix","Call number suffix","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","n","Country code","Country code","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","p","Piece designation","Piece designation","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","q","Piece physical condition","Piece physical condition","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","s","Copyright article-fee code","Copyright article-fee code","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","t","Copy number","Copy number","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","0","","8","","","","1","5","SPF","","","","9999","0"
"UNKNOWN","852","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","852","z","Public note","Public note","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","3","Materials specified","Materials specified","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","a","First level of enumeration","First level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","b","Second level of enumeration","Second level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","c","Third level of enumeration","Third level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","d","Fourth level of enumeration","Fourth level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","e","Fifth level of enumeration","Fifth level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","f","Sixth level of enumeration","Sixth level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","g","Alternative numbering scheme, first level of enumeration","Alternative numbering scheme, first level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","h","Alternative numbering scheme, second level of enumeration","Alternative numbering scheme, second level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","i","First level of chronology","First level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","j","Second level of chronology","Second level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","k","Third level of chronology","Third level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","l","Fourth level of chronology","Fourth level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","m","Alternative numbering scheme, chronology","Alternative numbering scheme, chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","n","Pattern note","Pattern note","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","p","Number of pieces per issuance","Number of pieces per issuance","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","t","Copy","Copy","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","u","Bibliographic units per next higher level","Bibliographic units per next higher level","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","v","Numbering continuity","Numbering continuity","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","w","Frequency","Frequency","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","x","Calendar change","Calendar change","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","y","Regularity pattern","Regularity pattern","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","853","z","Numbering scheme","Numbering scheme","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","3","Materials specified","Materials specified","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","a","First level of enumeration","First level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","b","Second level of enumeration","Second level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","c","Third level of enumeration","Third level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","d","Fourth level of enumeration","Fourth level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","e","Fifth level of enumeration","Fifth level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","f","Sixth level of enumeration","Sixth level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","g","Alternative numbering scheme, first level of enumeration","Alternative numbering scheme, first level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","h","Alternative numbering scheme, second level of enumeration","Alternative numbering scheme, second level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","i","First level of chronology","First level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","j","Second level of chronology","Second level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","k","Third level of chronology","Third level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","l","Fourth level of chronology","Fourth level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","m","Alternative numbering scheme, chronology","Alternative numbering scheme, chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","n","Pattern note","Pattern note","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","p","Number of pieces per issuance","Number of pieces per issuance","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","t","Copy","Copy","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","u","Bibliographic units per next higher level","Bibliographic units per next higher level","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","v","Numbering continuity","Numbering continuity","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","w","Frequency","Frequency","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","x","Calendar change","Calendar change","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","y","Regularity pattern","Regularity pattern","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","854","z","Numbering scheme","Numbering scheme","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","3","Materials specified","Materials specified","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","a","First level of enumeration","First level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","b","Second level of enumeration","Second level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","c","Third level of enumeration","Third level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","d","Fourth level of enumeration","Fourth level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","e","Fifth level of enumeration","Fifth level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","f","Sixth level of enumeration","Sixth level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","g","Alternative numbering scheme, first level of enumeration","Alternative numbering scheme, first level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","h","Alternative numbering scheme, second level of enumeration","Alternative numbering scheme, second level of enumeration","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","i","First level of chronology","First level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","j","Second level of chronology","Second level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","k","Third level of chronology","Third level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","l","Fourth level of chronology","Fourth level of chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","m","Alternative numbering scheme, chronology","Alternative numbering scheme, chronology","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","n","Pattern note","Pattern note","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","p","Number of pieces per issuance","Number of pieces per issuance","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","t","Copy","Copy","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","u","Bibliographic units per next higher level","Bibliographic units per next higher level","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","v","Numbering continuity","Numbering continuity","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","w","Frequency","Frequency","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","x","Calendar change","Calendar change","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","y","Regularity pattern","Regularity pattern","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","855","z","Numbering scheme","Numbering scheme","1","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","856","2","Access method","Access method","0","0","0","","-1","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","856","3","Materials specified","Materials specified","0","0","0","","-1","","","","0","0","SPF","","","","9999","1"
"UNKNOWN","856","6","Linkage","Linkage","0","0","0","","-1","","","","0","-6","SPF","","","","9999","2"
"UNKNOWN","856","7","Access status","Access status","0","0","0","","-1","","","","0","-6","SPF","","","","9999","3"
"UNKNOWN","856","8","Field link and sequence number","Field link and sequence number","1","0","0","","-1","","","","0","-6","SPF","","","","9999","4"
"UNKNOWN","856","a","Host name","Host name","1","0","0","","-1","","","","0","-1","SPF","","","","9999","5"
"UNKNOWN","856","b","Access number [OBSOLETE]","Access number [OBSOLETE]","1","0","0","","-1","","","","0","-6","SPF","","","","9999","6"
"UNKNOWN","856","c","Compression information","Compression information","1","0","0","","-1","","","","0","-1","SPF","","","","9999","7"
"UNKNOWN","856","d","Path","Path","1","0","0","","-1","","","","0","-1","SPF","","","","9999","8"
"UNKNOWN","856","e","Data provenance","Data provenance","1","0","0","","-1","","","","0","-1","SPF","","","","9999","9"
"UNKNOWN","856","f","Electronic name","Electronic name","1","0","0","","-1","","","","0","-1","SPF","","","","9999","10"
"UNKNOWN","856","g","Persistent identifier","Persistent identifier","1","0","0","","-1","","","","0","-1","SPF","","","","9999","11"
"UNKNOWN","856","h","Non-functioning Uniform Resource Identifier","Non-functioning Uniform Resource Identifier","0","0","0","","-1","","","","0","-6","SPF","","","","9999","12"
"UNKNOWN","856","i","Instruction [OBSOLETE]","Instruction [OBSOLETE]","1","0","0","","-1","","","","0","-6","SPF","","","","9999","13"
"UNKNOWN","856","j","Bits per second [OBSOLETE]","Bits per second [OBSOLETE]","0","0","0","","-1","","","","0","-6","SPF","","","","9999","14"
"UNKNOWN","856","k","Password [OBSOLETE]","Password [OBSOLETE]","0","0","0","","-1","","","","0","-6","SPF","","","","9999","15"
"UNKNOWN","856","l","Standardized information governing access","Standardized information governing access","1","0","0","","-1","","","","0","-6","SPF","","","","9999","16"
"UNKNOWN","856","m","Contact for access assistance","Contact for access assistance","1","0","0","","-1","","","","0","-1","SPF","","","","9999","17"
"UNKNOWN","856","n","Terms governing access","Terms governing access","1","0","0","","-1","","","","0","-6","SPF","","","","9999","18"
"UNKNOWN","856","o","Operating system","Operating system","0","0","0","","-1","","","","0","-1","SPF","","","","9999","19"
"UNKNOWN","856","p","Port","Port","0","0","0","","-1","","","","0","-1","SPF","","","","9999","20"
"UNKNOWN","856","q","Electronic format type","Electronic format type","1","0","0","","0","","","barcode.pl","0","0","SPF","","","","9999","21"
"UNKNOWN","856","r","Standardized information governing use and reproduction","Standardized information governing use and reproduction","1","0","0","","-1","","","","0","-6","SPF","","","","9999","22"
"UNKNOWN","856","s","File size","File size","1","0","0","","-1","","","","0","-1","SPF","","","","9999","23"
"UNKNOWN","856","t","Terms governing use and reproduction","Terms governing use and reproduction","1","0","0","","-1","","","","0","-6","SPF","","","","9999","24"
"UNKNOWN","856","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","0","biblioitems.url","0","","","","1","0","SPF","","","","9999","25"
"UNKNOWN","856","v","Hours access method available","Hours access method available","1","0","0","","-1","","","","0","-1","SPF","","","","9999","26"
"UNKNOWN","856","w","Record control number","Record control number","1","0","0","","-1","","","","0","-1","SPF","","","","9999","27"
"UNKNOWN","856","x","Nonpublic note","Nonpublic note","1","0","0","","-1","","","","0","1","SPF","","","","9999","28"
"UNKNOWN","856","y","Link text","Link text","1","0","0","","-1","","","","0","0","SPF","","","","9999","29"
"UNKNOWN","856","z","Public note","Public note","1","0","0","","-1","","","","0","0","SPF","","","","9999","30"
"UNKNOWN","857","2","Access method","Access method","0","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","3","Materials specified","Materials specified","0","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","5","Institution to which field applies","Institution to which field applies","0","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","6","Linkage","Linkage","0","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","7","Access status","Access status","0","0","0","","8","","","","","-6","SPF","","","","9999","0"
"UNKNOWN","857","8","Field link and sequence number","Field link and sequence number","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","b","Name of archiving agency","Name of archiving agency","0","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","c","Name of Web archive or digital archive repository","Name of Web archive or digital archive repository","0","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","d","Date range of archived material","Date range of archived material","0","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","e","Data provenance","Data provenance","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","f","Archive completeness","Archive completeness","0","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","g","Persistent identifier","Persistent identifier","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","h","Non-functioning Uniform Resource Identifier","Non-functioning Uniform Resource Identifier","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","l","Standardized information governing access","Standardized information governing access","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","m","Contact for access assistance","Contact for access assistance","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","n","Terms governing access","Terms governing access","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","q","Electronic format type","Electronic format type","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","r","Standardized information governing use and reproduction","Standardized information governing use and reproduction","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","s","File size","File size","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","t","Terms governing use and reproduction","Terms governing use and reproduction","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","0","biblioitems.url","8","","","","1","-6","SPF","","","","9999","0"
"UNKNOWN","857","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","6","SPF","","","","9999","0"
"UNKNOWN","857","y","Link text","Link text","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","857","z","Public note","Public note","1","0","0","","8","","","","0","-6","SPF","","","","9999","0"
"UNKNOWN","859","b","Operator's initials, OID (RLIN)","Operator's initials, OID (RLIN)","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","859","c","Cataloger's initials, CIN (RLIN)","Cataloger's initials, CIN (RLIN)","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","859","d","TDC (RLIN)","TDC (RLIN)","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","859","l","LIB (RLIN)","LIB (RLIN)","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","859","p","PRI (RLIN)","PRI (RLIN)","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","859","r","REG (RLIN)","REG (RLIN)","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","859","v","VER (RLIN)","VER (RLIN)","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","859","x","LDEL (RLIN)","LDEL (RLIN)","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","863","8","Field link and sequence number","Field link and sequence number","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","863","a","First level of enumeration","First level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","b","Second level of enumeration","Second level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","c","Third level of enumeration","Third level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","d","Fourth level of enumeration","Fourth level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","e","Fifth level of enumeration","Fifth level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","f","Sixth level of enumeration","Sixth level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","g","Alternative numbering scheme, first level of enumeration","Alternative numbering scheme, first level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","h","Alternative numbering scheme, second level of enumeration","Alternative numbering scheme, second level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","i","First level of chronology","First level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","j","Second level of chronology","Second level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","k","Third level of chronology","Third level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","l","Fourth level of chronology","Fourth level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","m","Alternative numbering scheme, chronology","Alternative numbering scheme, chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","n","Converted Gregorian year","Converted Gregorian year","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","o","Type of unit","Type of unit","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","p","Piece designation","Piece designation","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","q","Piece physical condition","Piece physical condition","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","s","Copyright article-fee code","Copyright article-fee code","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","t","Copy number","Copy number","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","v","Issuing date","Issuing date","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","w","Break indicator","Break indicator","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","x","Nonpublic note","Nonpublic note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","863","z","Public note","Public note","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","6","Linkage","Linkage","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","864","8","Field link and sequence number","Field link and sequence number","0","0","0","","8","","","","","5","SPF","","","","9999","0"
"UNKNOWN","864","a","First level of enumeration","First level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","b","Second level of enumeration","Second level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","c","Third level of enumeration","Third level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","d","Fourth level of enumeration","Fourth level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","e","Fifth level of enumeration","Fifth level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","f","Sixth level of enumeration","Sixth level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","g","Alternative numbering scheme, first level of enumeration","Alternative numbering scheme, first level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","h","Alternative numbering scheme, second level of enumeration","Alternative numbering scheme, second level of enumeration","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","i","First level of chronology","First level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","j","Second level of chronology","Second level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","k","Third level of chronology","Third level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","l","Fourth level of chronology","Fourth level of chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","m","Alternative numbering scheme, chronology","Alternative numbering scheme, chronology","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","n","Converted Gregorian year","Converted Gregorian year","0","0","0","","8","","","","0","5","SPF","","","","9999","0"
"UNKNOWN","864","o","Type of unit","Type of unit","1","0","0","","8","","","","0","5","SPF","","","","9999","0"
